MHA.code;BPS.code;GEO.code;Province;Regency.City;IRBI.2018;IRBI.2019;IRBI.2020;IRBI.2021;Prod.2018;Prod.2019;Prod.2020;Prod.2021
1101;1103;60700;Aceh;Aceh Selatan;171.2;171.2;171.2;171.2;62.29;51.1;54;50.21
1102;1104;60800;Aceh;Aceh Tenggara;131.2;131.2;127.23;120.03;65.45;66.4;63.72;61.59
1103;1105;60400;Aceh;Aceh Timur;188.8;188.8;176.05;166.74;56.4;44.85;49.19;50.45
1104;1106;60500;Aceh;Aceh Tengah;124.8;124.8;124.8;124.8;60.38;51.25;47.53;47.16
1105;1107;60600;Aceh;Aceh Barat;203.2;203.2;189.04;179.15;45.17;42.83;45.54;51.39
1106;1108;60100;Aceh;Aceh Besar;211.2;211.2;211.2;209.78;59.29;57.05;54.8;57.35
1107;1109;60200;Aceh;Pidie;163.2;163.2;163.2;163.2;63.52;61.93;63.4;56.57
1108;1111;60300;Aceh;Aceh Utara;175.2;175.2;175.2;175.2;52.25;54.89;53.67;57.7
1109;1101;61100;Aceh;Simeulue;162;162;162;162;33.2;32.97;31.38;29.94
1110;1102;61300;Aceh;Aceh Singkil;178;178;178;178;56.16;55.38;50.97;51.76
1111;1110;61200;Aceh;Bireuen;168;168;168;168;61.44;63.7;66.01;61.32
1112;1112;61700;Aceh;Aceh Barat Daya;183.2;183.2;183.2;183.2;61.61;69.52;57.09;54.58
1113;1113;61800;Aceh;Gayo Lues;107.2;107.2;101.41;97.59;46.34;49.47;55.32;60.35
1114;1116;61600;Aceh;Aceh Jaya;197.6;197.6;178.8;165;53.26;51.46;58.41;49.6
1115;1115;61500;Aceh;Nagan Raya;203.2;203.2;203.2;200.08;55.21;51.52;44.03;46.07
1116;1114;61400;Aceh;Aceh Tamiang;155.2;155.2;146.52;139.2;48.16;48.11;46.75;48.75
1117;1117;61900;Aceh;Bener Meriah;123.2;123.2;123.2;119.36;50.43;55.44;54;46.57
1118;1118;62000;Aceh;Pidie Jaya;137.6;137.6;137.6;137.6;61.42;59.04;62.58;60.35
1171;1171;66100;Aceh;Kota Banda Aceh;145.83;145.83;127.31;117.02;54.89;52.35;52.96;53.31
1172;1172;66000;Aceh;Kota Sabang;125.6;125.6;116.62;108.65;;;;
1173;1174;66200;Aceh;Kota Lhokseumawe;130.11;130.11;130.11;130.11;46.05;49.34;55.31;57
1174;1173;66300;Aceh;Kota Langsa;143.2;143.2;143.2;138.73;44.39;41.2;40.38;40.77
1175;1175;66400;Aceh;Kota Subulussalam;95.2;95.2;95.2;95.2;55.41;50.48;51.69;53.37
1201;1204;70900;Sumatera Utara;Tapanuli Tengah;191.2;191.2;191.2;191.2;38.85;39.14;35.23;42.83
1202;1205;70800;Sumatera Utara;Tapanuli Utara;118;118;118;118;44.69;46.31;51.26;56.68
1203;1203;71000;Sumatera Utara;Tapanuli Selatan;186;186;186;176.35;52.3;49.74;51.4;52.68
1204;1201;71100;Sumatera Utara;Nias;214;214;214;210.71;35.47;32.27;37.2;40.62
1205;1213;70200;Sumatera Utara;Langkat;140.68;138.62;138.62;137.23;53.02;46.93;50.4;48.8
1206;1211;70300;Sumatera Utara;Karo;120.99;120.99;120.99;117.09;56.15;63.2;67.25;70.93
1207;1212;70100;Sumatera Utara;Deli Serdang;121.73;121.73;121.73;128.13;58.24;55.45;63.46;59.86
1208;1209;70400;Sumatera Utara;Simalungun;73.59;73.59;73.59;80.07;57.44;52.19;52.7;52.47
1209;1208;70600;Sumatera Utara;Asahan;167.2;167.2;167.2;167.2;57.38;61.54;57.14;56.18
1210;1207;70700;Sumatera Utara;Labuhanbatu;151.2;151.2;151.2;151.2;46.35;49.77;50.19;47.17
1211;1210;70500;Sumatera Utara;Dairi;127.6;127.6;127.6;119.44;52.45;49.69;53.94;51.53
1212;1206;71600;Sumatera Utara;Toba Samosir;107.2;107.2;107.2;107.2;59.43;61.95;60.41;60.63
1213;1202;71500;Sumatera Utara;Mandailing Natal;214.8;214.8;214.8;214.8;45.22;41.46;40.86;42.15
1214;1214;71700;Sumatera Utara;Nias Selatan;202;202;202;187.94;43.76;43.77;42.77;42.61
1215;1216;71800;Sumatera Utara;Pakpak Bharat;112;112;112;112;34.15;39.75;34.97;38.07
1216;1215;71900;Sumatera Utara;Humbang Hasundutan;130;130;130;130;48.91;41.75;47.11;43.28
1217;1217;72000;Sumatera Utara;Samosir;114;114;114;114;51.34;53.05;46.8;53.83
1218;1218;72100;Sumatera Utara;Serdang Bedagai;140;140;140;124.57;57.95;58.08;60.85;55.06
1219;1219;72200;Sumatera Utara;Batu Bara;143.2;143.2;143.2;143.2;52.03;52.7;56.93;56.39
1220;1220;72300;Sumatera Utara;Padang Lawas Utara;138;138;138;138;43.5;44.23;40.18;41.07
1221;1221;72400;Sumatera Utara;Padang Lawas;154;154;154;154;38.72;33.01;34.89;37.82
1222;1222;72600;Sumatera Utara;Labuhanbatu Selatan;131.2;131.2;131.2;131.2;35.26;37.98;37.96;43.75
1223;1223;72500;Sumatera Utara;Labuhanbatu Utara;155.2;155.2;155.2;155.2;47.42;45.61;45.75;42.41
1224;1224;72800;Sumatera Utara;Nias Utara;214;214;214;214;41.58;44.61;41.83;41.31
1225;1225;72700;Sumatera Utara;Nias Barat;210.8;210.8;210.8;210.8;40.5;37.63;39.2;44.81
1271;1275;76000;Sumatera Utara;Kota Medan;93.77;93.77;93.77;93.77;45.96;50.91;54.35;50.6
1272;1273;76300;Sumatera Utara;Kota Pematangsiantar;91.2;91.2;91.2;91.2;60.55;62.43;61.57;61.83
1273;1271;76500;Sumatera Utara;Kota Sibolga;167.2;167.2;167.2;167.2;0;0;0;0
1274;1272;76400;Sumatera Utara;Kota Tanjung Balai;114;114;114;114;50.95;53.29;56.58;51.9
1275;1276;76100;Sumatera Utara;Kota Binjai;103.2;103.2;103.2;103.2;41.81;40.15;54.05;51.86
1276;1274;76200;Sumatera Utara;Kota Tebing Tinggi;101.6;101.6;101.6;100.04;52.38;62.24;55.17;52.73
1277;1277;76600;Sumatera Utara;Kota Padang Sidempuan;128;128;128;128;51.57;50.29;55.51;52.33
1278;1278;76700;Sumatera Utara;Kota Gunungsitoli;215.6;215.6;215.6;215.6;52.26;51.7;56.84;49.06
1301;1302;80600;Sumatera Barat;Pesisir Selatan;189.6;189.6;189.6;169.42;50.27;51.06;48.05;48.01
1302;1303;80400;Sumatera Barat;Solok;137.2;137.2;137.2;137.2;50.61;49.38;46.44;52.63
1303;1304;80800;Sumatera Barat;Sijunjung;107.2;107.2;107.2;107.2;39.89;34.17;39.1;36.67
1304;1305;80700;Sumatera Barat;Tanah Datar;125.2;125.2;125.2;125.2;52.67;56.12;53.35;56.39
1305;1306;80500;Sumatera Barat;Padang Pariaman;184.11;180.72;167.21;156.73;46.05;48.04;46.98;45.37
1306;1307;80100;Sumatera Barat;Agam;209.2;209.2;209.2;193.52;51.67;49.32;52.36;51.4
1307;1308;80300;Sumatera Barat;Lima Puluh Kota;119.2;119.2;119.2;119.2;43.07;41.49;43.6;43.99
1308;1309;80200;Sumatera Barat;Pasaman;178;178;178;176.8;42.63;43.62;45;45.93
1309;1301;81000;Sumatera Barat;Kepulauan Mentawai;197.2;197.2;197.2;197.2;26.35;25.17;24.71;24.97
1310;1311;81200;Sumatera Barat;Dharmasraya;143.2;143.2;143.2;137.69;43.2;46.29;44.59;48.86
1311;1310;81100;Sumatera Barat;Solok Selatan;137.2;137.2;137.2;137.2;42.49;42.33;35.54;40.07
1312;1312;81300;Sumatera Barat;Pasaman Barat;203.2;203.2;203.2;203.2;49.51;45.7;46.98;47.4
1371;1371;86100;Sumatera Barat;Kota Padang;191.6;169.92;169.92;181.7;46.71;50.13;45.48;50.43
1372;1372;86400;Sumatera Barat;Kota Solok;125.2;125.2;125.2;125.2;52.09;57.57;64.67;58.72
1373;1373;86300;Sumatera Barat;Kota Sawahlunto;113.2;113.2;113.2;113.2;47.66;46.99;42.91;54.17
1374;1374;86200;Sumatera Barat;Kota Padang Panjang;113.2;113.2;113.2;113.2;46.96;55.09;57.67;62.91
1375;1375;86000;Sumatera Barat;Kota Bukittinggi;130;130;130;130;58.63;65.41;60.91;69.32
1376;1376;86500;Sumatera Barat;Kota Payakumbuh;104.8;104.8;104.8;104.8;47;45.57;49.16;50.02
1377;1377;86600;Sumatera Barat;Kota Pariaman;171.2;171.2;171.2;171.2;49.5;56.45;49.05;47.11
1401;1406;90100;Riau;Kampar;155.2;155.2;155.2;139.93;35;29.42;38.08;33.61
1402;1402;90400;Riau;Indragiri Hulu;132.4;132.4;132.4;132.4;36.2;40.91;40.59;41.15
1403;1408;90200;Riau;Bengkalis;156.4;156.4;156.4;140.37;31;36.39;41.83;39.94
1404;1403;90500;Riau;Indragiri Hilir;168.4;168.4;168.4;168.4;46.9;36.61;40.2;42.37
1405;1404;90800;Riau;Pelalawan;156.4;156.4;156.4;156.4;31.9;33.37;27.81;38.16
1406;1407;90900;Riau;Rokan Hulu;155.2;155.2;155.2;155.2;34.6;35.76;37.55;33.3
1407;1409;91000;Riau;Rokan Hilir;167.2;167.2;167.2;155.57;36.1;41.98;39.07;51.4
1408;1405;91100;Riau;Siak;156.4;156.4;156.4;143.11;44.5;36.55;42.32;43.27
1409;1401;91400;Riau;Kuantan Singingi;131.2;131.2;131.2;131.2;39.2;35.75;33.61;38.22
1410;1410;91500;Riau;Kepulauan Meranti;147.6;147.6;147.6;147.6;33.4;28.67;27.95;29.37
1471;1471;96000;Riau;Kota Pekanbaru;132.4;132.4;132.4;130.37;;;;
1472;1473;96200;Riau;Kota Dumai;108.4;108.4;108.4;108.4;30.3;39.06;29.65;24.22
1501;1501;100300;Jambi;Kerinci;136.34;136.34;136.34;125.06;51.7;53.1;51.51;53.9
1502;1502;100900;Jambi;Merangin;166;166;166;166;40.7;40.6;43.9;38.8
1503;1503;100300;Jambi;Sarolangun;131.44;131.44;131.44;131.44;31.6;37.7;33.4;36.9
1504;1504;100100;Jambi;Batanghari;120.4;120.4;120.4;120.4;40.2;33.5;43.6;41.4
1505;1505;100700;Jambi;Muaro Jambi;132.4;132.4;132.4;127.31;36.1;29;41.3;38.4
1506;1507;100400;Jambi;Tanjung Jabung Barat;156.4;156.4;156.4;143.88;44.5;41.6;41.3;43.7
1507;1506;100800;Jambi;Tanjung Jabung Timur;156.4;156.4;156.4;156.4;37.6;42.9;44.5;41.4
1508;1509;100200;Jambi;Bungo;143.2;143.2;143.2;143.2;43.7;39;37.3;36.5
1509;1508;100600;Jambi;Tebo;131.2;131.2;131.2;131.2;46.7;38.3;45.5;50
1571;1571;106000;Jambi;Kota Jambi;126.9;126.9;126.9;127.23;40.6;32.6;42.9;38.2
1572;1572;106100;Jambi;Kota Sungai Penuh;124.4;124.4;124.4;116.44;60.2;60.9;61.3;63.1
1601;1601;110300;Sumatera Selatan;Ogan Komering Ulu;155.2;155.2;155.2;155.2;46.47;49.15;45.45;43.86
1602;1602;110200;Sumatera Selatan;Ogan Komering Ilir;153.2;153.2;153.2;153.2;50.65;50.71;54.5;54.82
1603;1603;110400;Sumatera Selatan;Muara Enim;155.2;155.2;155.2;155.2;46.57;41.42;41.45;39.97
1604;1604;110500;Sumatera Selatan;Lahat;109.07;109.07;109.07;116.55;53.96;50.44;49.6;48.15
1605;1605;110600;Sumatera Selatan;Musi Rawas;155.2;155.2;155.2;145.27;50.15;47.19;54.16;58.97
1606;1606;110100;Sumatera Selatan;Musi Banyuasin;132.4;132.4;132.4;125.53;45.18;46.34;46.83;47.41
1607;1607;110700;Sumatera Selatan;Banyuasin;136.95;136.07;141.43;137.81;48.84;43.43;43.43;48
1608;1609;110800;Sumatera Selatan;Ogan Komering Ulu Timur;131.2;131.2;131.2;131.2;65.98;62.46;63.59;60.01
1609;1608;110900;Sumatera Selatan;Ogan Komering Ulu Selatan;130;130;130;120.26;44.51;51.93;51.54;58.01
1610;1610;111000;Sumatera Selatan;Ogan Ilir;132.4;132.4;120.56;116.43;47.59;37.48;37.61;41.76
1611;1611;111100;Sumatera Selatan;Empat Lawang;158;158;158;153.07;41.73;39.62;44.81;42.17
1612;1612;111200;Sumatera Selatan;Penukal Abab Lematang Ilir;155.2;155.2;155.2;155.2;40.66;40.08;40.06;43.03
1613;1613;111300;Sumatera Selatan;Musi Rawas Utara;155.2;155.2;155.2;154.15;42.94;39.36;45.67;42.62
1671;1671;116000;Sumatera Selatan;Kota Palembang;131.6;131.6;131.6;131.6;54.65;46.45;42.32;41.62
1672;1673;116300;Sumatera Selatan;Kota Pagar Alam;126.4;126.4;126.4;126.4;53.07;47.73;53.11;53.95
1673;1674;116200;Sumatera Selatan;Kota Lubuk Linggau;124.8;124.8;124.8;124.8;50.55;57.27;51.54;52.94
1674;1672;116100;Sumatera Selatan;Kota Prabumulih;132.4;132.4;132.4;132.4;50.67;40.82;39.52;38.77
1701;1701;260300;Bengkulu;Bengkulu Selatan;186.4;186.4;186.4;186.4;44.34;41.58;43.55;48.4
1702;1702;260200;Bengkulu;Rejang Lebong;113.59;100.71;100.71;92.58;44.8;50.32;52.93;51.91
1703;1703;260100;Bengkulu;Bengkulu Utara;205.6;205.6;205.6;186.25;39.79;44.08;45.72;43.03
1704;1704;260700;Bengkulu;Kaur;203.2;203.2;203.2;196.86;39.73;39.57;40.14;43.09
1705;1705;260800;Bengkulu;Seluma;191.2;191.2;191.2;165.74;39.23;37.56;37.63;43.29
1706;1706;260400;Bengkulu;Muko Muko;166.02;166.02;166.02;172.29;56.49;54.93;58.68;55.81
1707;1707;260600;Bengkulu;Lebong;118;118;118;118;48.62;61.67;50.96;60.87
1708;1708;260500;Bengkulu;Kepahiang;138;138;138;138;44.7;50.44;46.76;45.94
1709;1709;260900;Bengkulu;Bengkulu Tengah;173.2;173.2;173.2;167.8;37.37;37.15;39.51;38.83
1771;1771;266000;Bengkulu;Kota Bengkulu;137.68;137.68;137.68;147.5;47.46;51.78;51.34;50.34
1801;1803;120100;Lampung;Lampung Selatan;187.2;187.2;187.2;187.2;55.07;60.33;56.91;64.54
1802;1805;120200;Lampung;Lampung Tengah;131.2;131.2;131.2;131.2;45.78;46.33;52.6;48.8
1803;1806;120300;Lampung;Lampung Utara;131.2;131.2;131.2;131.2;43.25;41;44.21;43.83
1804;1801;120400;Lampung;Lampung Barat;204.22;179.29;179.29;163.85;52.36;43.39;42.6;49.31
1805;1808;120500;Lampung;Tulang Bawang;144.4;144.4;144.4;144.4;44.55;42.26;38.65;44.2
1806;1802;120600;Lampung;Tanggamus;135.86;135.86;135.86;135.86;58.39;49.82;55.07;54.68
1807;1804;120700;Lampung;Lampung Timur;183.2;183.2;183.2;183.2;44.23;44;48.43;47.55
1808;1807;120800;Lampung;Way Kanan;131.2;131.2;131.2;131.2;49.82;33.79;44.37;47.25
1809;1809;120900;Lampung;Pesawaran;181.6;181.6;181.6;181.6;55.12;54.11;51.3;53.34
1810;1810;121000;Lampung;Pringsewu;95.2;95.2;95.2;95.2;56.87;52.57;56.8;56.63
1811;1811;121100;Lampung;Mesuji;120.4;120.4;120.4;120.4;51.23;43.89;41.48;51.79
1812;1812;121200;Lampung;Tulang Bawang Barat;120.4;120.4;120.4;120.4;37.59;50.52;47.73;48.33
1813;1813;121300;Lampung;Pesisir Barat;204.22;179.29;179.29;189.7;51.02;46.16;47.06;51
1871;1871;126000;Lampung;Kota Bandar Lampung;165.56;165.56;165.56;165.56;56.32;54.71;47.92;54.49
1872;1872;126100;Lampung;Kota Metro;113.6;113.6;113.6;100.26;48.18;43.6;57.24;46.74
1901;1901;290100;Kepulauan Bangka Belitung;Bangka;168.4;168.4;168.4;168.4;18.27;20.77;28.40;29.78
1902;1902;290200;Kepulauan Bangka Belitung;Belitung;168.4;168.4;168.4;164.44;25.38;26.38;21.58;23.79
1903;1905;290500;Kepulauan Bangka Belitung;Bangka Selatan;180.4;180.4;180.4;180.4;30.26;33.92;35.31;43.06
1904;1904;290300;Kepulauan Bangka Belitung;Bangka Tengah;144.4;144.4;144.4;144.4;32.46;39.20;36.87;30.33
1905;1903;290400;Kepulauan Bangka Belitung;Bangka Barat;180.4;180.4;180.4;180.4;17.05;16.79;21.91;27.09
1906;1906;290600;Kepulauan Bangka Belitung;Belitung Timur;168.4;168.4;168.4;168.4;27.90;20.34;25.44;30.30
1971;1971;296000;Kepulauan Bangka Belitung;Kota Pangkal Pinang;120.4;120.4;120.4;120.4;;;;
2101;2102;310100;Kepulauan Riau;Bintan;132.4;132.4;132.4;132.4;30.96;45;29.65;34.61
2102;2101;310200;Kepulauan Riau;Karimun;120.4;120.4;120.4;120.4;26.84;31.38;15.28;34.9
2103;2103;310300;Kepulauan Riau;Natuna;112.4;112.4;112.4;112.4;23.76;34.47;29.52;27.32
2104;2104;310400;Kepulauan Riau;Lingga;108.4;108.4;108.4;108.4;34.13;28.08;32.2;32.99
2105;2105;310500;Kepulauan Riau;Kepulauan Anambas;112.4;112.4;112.4;103.4;30.56;41.1;31.97;37.89
2171;2171;316000;Kepulauan Riau;Kota Batam;120.4;120.4;120.4;117.57;;;;
2172;2172;316100;Kepulauan Riau;Kota Tanjung Pinang;108.4;108.4;108.4;108.4;;;;
3101;3101;10100;DKI Jakarta;Administrasi Kepulauan Seribu;64.8;64.8;56.66;49.46;;;;
3171;3173;16000;DKI Jakarta;Kota Jakarta Pusat;63.93;57.27;56.9;54.41;;;;
3172;3175;16100;DKI Jakarta;Kota Jakarta Utara;81.17;72.72;72.25;69.08;59.41;53.27;49.64;59.48
3173;3174;16200;DKI Jakarta;Kota Jakarta Barat;79.85;71.53;71.07;67.95;46.3;59.49;50.11;64.49
3174;3171;16300;DKI Jakarta;Kota Jakarta Selatan;58.62;52.52;52.18;49.89;;;;
3175;3172;16400;DKI Jakarta;Kota Jakarta Timur;84.36;75.57;75.08;71.79;57.6;59.42;55.49;61.14
3201;3201;20500;Jawa Barat;Bogor;136.88;136.88;136.88;125.31;56.39;55.99;53.68;49.66
3202;3202;20600;Jawa Barat;Sukabumi;190.75;190.75;190.75;192.4;52.79;50.2;55.85;55.07
3203;3203;20700;Jawa Barat;Cianjur;207.13;207.13;215.08;197.08;58.13;54.43;54.72;53.88
3204;3204;20800;Jawa Barat;Bandung;174;174;174;161.89;57.01;61.13;55.27;61.46
3205;3205;21100;Jawa Barat;Garut;208.63;208.63;205.52;185;56.16;55.9;54.56;58.36
3206;3206;21200;Jawa Barat;Tasikmalaya;203.01;203.01;203.01;186.51;58.49;52.93;60.92;53.77
3207;3207;21400;Jawa Barat;Ciamis;163.29;156.23;141.57;122.22;59.04;54.04;53.43;58.23
3208;3208;21500;Jawa Barat;Kuningan;154;154;131.13;131.13;57.91;49.76;60.57;58.41
3209;3209;21700;Jawa Barat;Cirebon;170.79;160.63;160.63;147.51;58.8;57.31;59.72;54.71
3210;3210;21600;Jawa Barat;Majalengka;166;166;143.43;124.74;61.63;60.21;57.77;54.79
